val_metric:0.9473156135864959	0.9669562780774024	0.9227934402063755	0.8936548	
test_metric:0.9502140731641504	0.9703789934391706	0.9220475075276012	0.8935587	
val_metric:0.9482850892033845	0.9690908540922507	0.9198452183526811	0.8895939	
test_metric:0.9479841836821339	0.9670506323030573	0.9271699368141004	0.8999543	
val_metric:0.953341718713856	0.9707485081025102	0.9271944600411753	0.901269	
test_metric:0.9469902388675351	0.9674988161165188	0.925575101488498	0.8994975	
val_metric:0.9530560490214989	0.9729334953421618	0.9316909294512878	0.9071066	
test_metric:0.9533228042169299	0.9697095084256213	0.9290540540540541	0.9040658	
val_metric:0.9512148515581048	0.9704513040229348	0.9302239496575976	0.90429044	
test_metric:0.949026245426533	0.9691185629862348	0.9285953737847804	0.9026953	
