val_metric:0.9139617371875436	0.9168743589400625	0.8522920203735145	0.84579027	
test_metric:0.9112675741063151	0.9140030865281601	0.848643006263048	0.8458267	
val_metric:0.9156773614990226	0.9219620144875479	0.8496880317640386	0.8434269	
test_metric:0.9031662785176476	0.9052251424011212	0.8393511250654108	0.83678895	
val_metric:0.9129007873465895	0.9126844860401381	0.8385611510791366	0.8392688	
test_metric:0.9106259072512266	0.9136789372485782	0.8372093023255814	0.82881445	
val_metric:0.914212324161489	0.9190432908104661	0.8495376856262258	0.84131205	
test_metric:0.9132183281705746	0.9152514179516843	0.8384656942193409	0.841042	
val_metric:0.9129550143511749	0.9139638379828856	0.845771144278607	0.84426713	
test_metric:0.910596603884505	0.9125909146225636	0.8429402432575357	0.84210527	
