15,1372,0.745
28,1372,0.387
1,588,0.463
11,588,0.736
8,588,0.262
33,588,3.414
17,588,0.724
25,866,-0.201
35,866,0.66
13,866,0.133
16,866,3.055
1,865,1.296
36,865,0.09
35,865,0.531
31,865,-0.725
44,372,-1.444
30,372,0.234
33,372,-1.004
16,372,-0.611
4,372,0.484
38,372,1.068
36,563,0.943
45,563,0.439
27,563,0.713
44,563,-0.095
32,563,-1.328
12,563,1.095
35,970,0.646
27,970,-1.19
7,970,0.349
18,970,-1.685
47,970,-0.189
44,970,-1.537
32,970,1.605
11,471,-1.249
28,471,0.649
21,471,-1.094
1,330,-0.814
45,330,0.792
7,330,-0.652
44,330,0.516
21,330,0.132
25,331,0.239
23,331,-1.017
19,331,0.704
33,331,-0.36
44,331,1.995
0,331,0.158
41,331,-0.267
12,331,-0.726
47,736,-2.618
27,736,0.131
39,736,1.011
20,736,0.511
15,736,2.313
17,736,1.825
6,736,-0.183
21,736,0.414
6,893,0.011
27,893,0.428
26,893,0.165
29,893,0.942
12,893,-0.091
30,708,-0.674
36,708,1.449
39,708,-0.565
46,708,1.078
47,708,1.22
33,708,0.519
37,708,2.224
29,708,0.41
12,708,-0.964
28,948,0.575
8,948,0.419
44,948,0.08
2,948,0.54
45,542,0.653
19,542,-0.493
26,542,0.134
8,542,0.646
18,542,1.672
30,542,0.893
38,542,1.482
21,542,1.552
12,542,0.665
31,1020,-1.44
33,1020,-0.147
4,1020,2.92
41,1020,0.849
21,1020,-0.655
27,227,0.165
18,227,0.875
43,227,0.778
33,227,-0.199
32,227,0.784
2,227,1.178
35,1219,-1.243
25,1219,0.624
0,1219,-0.112
28,1219,1.313
32,1219,0.429
34,834,0.242
31,834,-1.024
16,834,0.083
3,834,1.567
36,168,0.232
35,168,0.665
23,168,-0.14
40,168,0.097
8,168,0.767
15,168,1.014
28,168,-0.883
36,1492,-0.093
45,1492,-0.113
7,1492,-0.457
43,1492,-0.775
44,1492,-1.041
6,1492,0.037
2,1492,0.524
36,128,0.478
35,128,-0.752
13,128,-0.594
19,128,-0.266
26,128,-0.951
43,128,0.449
0,128,1.076
28,128,-0.488
23,1163,-0.498
4,1163,0.251
1,1163,0.035
35,1452,1.889
34,1452,-0.912
39,1452,0.003
40,1452,-1.359
46,1452,0.42
43,1452,-0.318
25,1452,0.491
1,1452,0.444
6,1452,-0.133
2,1452,-1.817
35,1473,-0.956
7,1473,-0.206
5,1473,-0.212
44,1473,1.27
37,1473,0.36
9,1473,1.294
2,1473,-1.374
15,46,0.773
30,46,-1.26
47,46,0.877
4,46,0.905
32,46,1.707
12,46,0.836
9,1152,-0.931
13,1152,-1.891
33,1152,0.386
16,1152,1.339
29,1152,-2.143
6,1419,-0.085
36,1419,0.836
44,1419,0.313
36,33,-1.783
45,33,-0.428
43,33,0.88
33,33,2.423
44,33,0.717
17,33,-1.83
2,33,2.242
41,33,1.167
3,361,-0.401
10,361,-1.182
34,564,0.674
19,564,-1.215
26,564,-0.425
24,564,-0.122
16,564,1.19
4,564,0.152
17,564,1.1
32,564,-0.924
10,635,0.09
26,635,0.02
44,635,0.7
41,635,0.219
45,1179,0.805
34,1179,0.632
18,1179,0.403
43,1179,-0.017
41,1179,0.898
5,171,-1.318
24,171,0.199
8,171,0.016
0,171,-0.958
29,171,0.477
38,171,-0.084
21,171,0.241
35,345,-1.067
46,345,-0.307
3,345,1.169
10,345,-0.068
29,345,-0.023
6,345,1.203
23,515,-1.135
7,515,-1.322
24,515,0.17
18,515,2.077
33,515,0.17
4,515,-0.602
3,515,-0.102
10,515,-0.97
34,539,1.085
43,539,0.782
16,539,-0.595
0,539,0.976
45,209,2.293
27,209,0.703
26,209,-0.331
15,209,-0.141
9,209,0.513
6,209,0.255
32,209,-0.675
34,140,-0.786
27,140,-0.503
13,140,-0.546
39,140,0.854
5,140,-0.328
14,140,-1.02
31,140,0.483
33,140,-0.77
7,624,0.626
37,624,1.476
28,624,0.458
14,624,0.66
6,624,-0.929
2,624,-0.09
42,116,0.548
27,116,0.649
7,116,-0.247
33,116,-0.034
14,116,-0.26
3,116,3.217
10,116,-0.316
35,936,-0.056
7,936,0.127
26,936,-0.194
44,936,0.064
14,936,-0.276
38,936,0.272
28,2,-1.192
35,2,-0.045
27,2,-0.849
16,2,0.634
41,2,0.094
21,2,-0.255
12,2,-0.027
7,354,0.074
8,354,-1.085
18,354,-0.447
4,354,-0.212
0,354,-1.716
2,354,0.53
34,957,0.424
40,957,0.591
42,957,0.358
17,957,-0.18
14,957,0.34
38,957,1.327
12,957,0.358
46,1284,1.14
36,1284,1
40,1284,2.417
24,1284,1.527
44,1284,-0.253
15,1284,1.326
17,1284,1.318
14,1284,0.521
35,1318,-1.286
40,1318,-0.052
31,1318,-1.522
47,1318,-0.834
9,1318,-1.112
26,1170,1.663
8,1170,-0.593
18,1170,0.182
9,1170,-1.002
38,1170,-1.324
31,486,-1.519
27,486,0.544
13,486,1.277
26,486,0.35
44,486,-0.476
4,486,1.704
3,486,0.367
6,486,-1.103
32,486,0.522
12,486,-0.954
0,1484,1.106
13,1484,1.33
24,1484,1.131
42,1484,0.028
2,1484,-0.329
41,1484,2.893
13,176,0.535
23,176,-0.492
0,176,0.97
28,176,1.181
6,176,0.07
29,70,1.348
44,70,1.76
15,70,1.121
6,70,-0.525
19,828,-0.036
5,828,0.637
31,1159,-0.191
46,1159,0.724
18,1159,-0.086
47,1159,-1.956
16,1159,-0.208
44,1159,-0.306
0,1159,-0.717
15,1159,-0.353
38,1159,-0.069
35,1438,-0.079
4,1438,0.153
37,1438,-0.238
1,1438,-0.116
17,1438,0.44
28,1438,1.178
36,38,-0.105
27,38,-0.015
18,38,0.498
4,38,0.048
41,38,-0.964
12,38,0.415
36,1145,0.007
27,1145,1.007
5,1145,-0.615
42,1145,-0.031
9,1145,-1.359
13,332,-1.11
20,332,-0.012
8,332,-1.503
16,332,-0.304
37,332,0.521
6,332,0.102
24,426,0.332
34,426,0.332
23,426,2.369
40,426,1.919
44,426,0.171
42,426,0.794
14,426,-0.825
39,276,-0.209
30,276,0.582
43,276,-0.329
14,276,0.146
21,276,-0.285
24,850,-1.668
4,850,0.125
7,407,-2.01
31,407,-0.032
24,407,0.185
29,407,0.391
2,407,1.735
34,812,0.767
13,812,0.723
19,812,2.383
24,812,1.834
46,812,0.18
28,812,-0.275
41,161,-0.89
34,161,-0.165
38,161,1.697
24,1034,0.779
23,1034,-0.141
7,1034,-1.282
26,1034,0.322
47,1034,-0.215
33,1034,1.235
16,1034,0.834
4,1034,-0.239
14,1034,0.982
9,1034,1.174
38,1034,-0.745
12,1034,-0.795
36,833,-2.687
13,833,0.492
40,833,-2.15
26,833,-0.014
5,833,0.738
31,833,-0.342
24,833,-0.873
25,833,-0.715
44,833,0.1
6,833,-0.393
29,668,0.886
16,668,-2.488
4,668,1.958
32,668,1.174
41,668,0.278
36,1140,0.062
19,1140,0.408
5,1140,-0.303
24,1140,-0.406
30,1140,0.305
4,1140,0.785
42,1140,1.872
17,1140,-0.193
11,263,-0.057
27,263,0.163
23,263,0.475
19,263,1.267
24,263,0.203
44,263,-0.982
4,263,1.846
2,263,-0.52
11,716,0.833
39,716,0.496
33,716,-0.835
38,716,-0.323
12,716,2.455
13,574,0.419
23,574,0.947
26,574,3.614
5,574,-0.623
31,574,-2.498
24,574,-0.359
46,574,0.35
18,574,1.385
25,574,-1.491
29,574,1.19
12,574,0.176
13,1240,-1.838
31,1240,-0.652
33,1240,1.202
42,1240,0.746
3,1240,-2.12
6,1240,2.395
8,703,-1.178
30,703,0.945
47,703,0.619
17,703,-0.366
47,541,0.728
15,541,0.273
37,34,-0.669
5,34,0.634
24,34,1.324
15,34,-0.321
1,34,-0.952
29,34,3.436
6,34,0.404
41,34,-1.672
39,685,-0.888
46,685,-0.195
47,685,2.692
9,685,-0.324
21,685,-0.079
36,519,-0.555
33,519,0.827
44,519,0.81
14,519,-1.989
27,869,-0.764
7,869,-1.26
8,869,-0.696
41,869,-0.297
34,1210,-0.962
39,1210,-2.976
5,1210,-0.254
14,1210,-1.36
29,1210,-1.508
2,1210,-1.324
19,1464,0.782
26,1464,-0.094
31,1464,-0.505
4,1464,-0.627
28,1464,-1.107
29,1464,-0.749
6,1464,0.12
36,911,-1.913
35,911,0.458
39,911,-1.901
5,911,-0.779
33,911,1.816
25,911,0.124
42,911,0.72
15,911,0.24
36,1257,0.104
39,1257,-1.812
18,1257,0.528
30,1257,-1.623
47,1257,-0.389
44,728,-0.829
35,728,0.38
11,728,0.434
25,728,1.173
1,728,0.875
29,728,1.59
32,728,1.53
7,1174,-0.408
46,1174,0.617
15,1174,0.173
28,1174,-0.638
3,1174,-0.573
29,1174,-1.136
6,1174,1.76
23,1077,-0.574
47,1077,-0.692
38,1077,0.032
11,114,-0.093
13,114,1.714
39,114,-0.555
26,114,2.375
8,114,0.754
25,114,0.057
44,114,-0.873
37,114,-1.732
13,1008,1.053
39,1008,0.42
24,1008,-1.586
18,1008,-0.446
38,1008,0.342
40,1342,1.062
20,1342,0.025
37,1342,-0.734
27,215,0.87
39,215,-0.858
20,215,1.876
31,215,0.537
0,215,1.234
23,1277,-0.011
45,1277,-0.719
27,1277,0.501
39,1277,1.606
7,1277,0.035
20,1277,-0.668
24,1277,0.812
1,1277,-0.455
17,1277,0.259
28,1277,-0.121
29,1277,-0.207
6,1277,0.898
27,154,-1.113
23,154,-0.396
26,154,1.018
5,154,-0.22
18,154,-0.768
30,154,0.373
42,154,-0.064
6,154,-0.546
21,154,-0.501
35,984,-0.001
20,984,-0.803
24,984,-0.486
25,984,0.27
28,984,-0.835
29,984,-1.146
5,146,-0.891
35,146,0.681
11,146,0.966
13,146,0.094
46,146,-0.952
43,146,-1.193
0,146,2.08
14,146,-0.813
29,146,-0.65
21,146,-1.445
36,64,0.215
8,64,-0.874
30,64,-0.167
6,64,2.37
46,1190,0.415
13,1190,-1.033
23,1190,-0.12
5,1190,2.15
25,1190,0.78
15,1190,1.98
38,1190,0.18
40,748,1.523
33,748,0.39
14,748,-1.391
2,748,-1.391
1,1194,0.51
34,1194,0.766
7,1194,0.85
25,1194,0.623
29,1194,-0.492
31,1488,0.281
0,1488,-0.064
17,1488,0.901
35,894,0.791
23,894,0.213
40,894,0.549
25,894,2.314
4,894,-0.336
15,894,-1.411
6,894,0.171
32,894,0.762
28,1133,-2.242
19,1133,-1.075
46,1133,-1.034
16,1133,0.694
14,1133,1.076
38,1133,-0.196
41,1133,-1.751
21,1133,-0.196
12,1133,0.157
32,1063,0.695
36,1063,-1.29
23,1063,-1.717
21,1063,-0.315
12,1063,0.449
8,399,0.254
40,399,-0.676
5,399,-0.41
31,399,1.373
47,399,0.814
37,399,1.024
10,399,-1.877
41,399,-0.504
14,1125,0.774
34,1125,-0.831
23,1125,0.458
5,1125,0.112
2,1125,-0.878
15,954,-0.649
17,954,-0.12
29,954,-0.048
6,954,-0.414
8,852,-0.874
11,852,-0.239
13,852,-0.294
24,852,-0.751
46,852,0.051
14,852,-0.467
9,852,-0.263
26,1325,0.182
33,1325,0.498
37,1325,-0.079
3,1325,-1.467
9,1325,1.9
38,1325,-0.945
27,249,0.361
5,249,0.549
18,249,-0.035
30,249,-1.924
44,249,2.651
37,249,-1.146
28,249,0.411
6,249,0.241
38,249,-1.541
35,1213,0.826
37,1213,0.146
29,1213,0.243
32,1213,-0.376
21,1213,0.705
36,509,-1.975
43,509,-0.015
16,509,0.576
37,509,-0.224
15,509,0.34
28,509,-0.826
3,509,0.345
6,509,0.506
35,683,-0.595
11,683,1.391
39,683,-0.493
33,683,0.916
37,683,1.417
3,683,0.24
8,1149,-0.603
13,1149,0.281
23,1149,0.455
26,1149,1.044
0,1149,-0.164
35,773,0.132
27,773,-0.847
23,773,0.65
19,773,0.72
26,773,0.96
31,773,-1.372
8,773,-0.285
33,773,0.568
0,773,-0.411
15,773,-1.353
17,773,-1.498
3,773,0.96
10,773,-0.784
9,773,-1.77
32,773,1.099
7,191,-1.159
26,191,-0.519
30,191,0.097
37,191,0.883
28,191,0.164
2,191,1.78
35,1057,-0.875
27,1057,0.096
31,1057,-0.465
8,1057,-1.044
4,1057,-0.583
1,1057,-1.117
28,1057,0.494
14,1057,-0.23
32,1057,-0.959
38,1057,-0.252
39,482,1.029
45,482,-1.894
11,482,-0.767
27,482,0.183
20,482,0.868
42,482,-0.767
21,482,-0.363
12,482,1.366
37,47,0.108
13,47,0.842
18,47,1.253
43,47,0.064
14,47,-0.309
2,47,1.371
13,1467,-0.44
44,1467,1.182
10,1467,-0.036
29,1467,0.93
32,1467,-0.605
21,1467,0.728
11,622,0.125
16,79,0.343
35,79,-1.77
23,79,-1.165
7,79,0.902
27,601,0.052
31,601,0.296
30,601,1.081
25,601,-0.127
15,601,0.266
17,601,0.159
14,601,1.813
21,601,-0.347
34,733,-1.434
33,733,0.742
16,733,0.247
41,733,0.315
39,1038,-3.413
7,1038,0.951
33,1038,0.435
16,1038,0.325
17,1038,0.325
28,1038,0.354
14,1038,-0.962
6,1038,1.652
41,1038,-0.417
34,1272,-0.422
40,1272,-0.092
24,1272,-1.693
43,1272,0.574
42,1272,-0.306
27,991,-0.604
13,991,0.235
8,991,1.045
39,443,0.166
40,443,-1.19
30,443,1.268
47,443,1.752
44,443,-1.846
3,443,-0.216
10,443,-1.088
6,443,-0.241
41,443,0.357
36,1059,2.599
36,257,-0.23
36,1407,0.333
36,1346,1.443
36,602,-1.075
36,1245,-0.492
36,150,-0.516
36,712,-0.603
36,1203,-1.864
36,1460,-0.487
36,1039,-0.069
36,319,-0.738
36,367,-0.707
36,1141,-1.293
36,436,0.013
36,1299,0.613
36,886,0.778
36,39,-1.335
36,493,-0.192
36,527,0.422
45,856,-0.821
45,54,0.074
45,643,-0.867
45,1056,0.514
45,1299,-0.918
45,1059,-0.912
45,178,-0.274
45,153,-1.349
45,497,1.579
45,69,-1.769
45,614,1.431
45,1075,-0.95
35,367,-0.44
35,1326,-0.557
35,369,0.14
35,1220,1.555
35,51,-1.03
35,490,-1.014
35,27,0.549
35,1121,0.602
35,53,0.101
35,316,0.266
35,1245,-0.14
35,582,0.617
35,1075,0.173
35,208,0.614
35,1059,1.191
35,886,-0.345
35,153,1.745
35,287,1.359
35,1316,0.896
35,545,-0.401
35,1485,-0.655
35,798,-1.517
35,175,0.238
35,1094,2.08
35,309,-0.03
35,319,0.37
35,900,0.571
35,702,0.787
34,436,1.864
34,1388,0.454
34,735,0.15
34,548,1.314
34,415,-1.644
34,1007,0.527
34,309,0.288
34,54,-0.037
34,953,-1.04
34,1448,0.477
34,150,0.496
34,175,0.028
34,274,0.486
34,968,0.085
34,1059,0.472
34,451,1.647
34,441,-0.485
34,153,0.866
34,1299,0.068
34,527,-0.479
11,516,0.228
11,274,0.674
11,1504,0.638
11,1075,0.269
11,633,0.646
11,1156,1.004
11,39,1.164
11,1460,1.157
11,1478,0.864
11,69,-1.396
11,1059,0.736
11,73,0.298
11,268,0.969
11,257,0.633
11,1121,0.873
11,1326,1.527
11,319,1.254
11,1058,1.841
11,44,-0.078
11,678,0.324
11,369,0.284
11,1048,0.529
11,1000,-0.738
11,1289,-0.072
11,137,1.502
11,582,1.368
11,397,0.365
11,994,1.339
11,200,0.422
27,1032,0.359
27,825,0.211
27,552,-0.796
27,73,-1.234
27,889,0.371
27,1276,2.154
27,1058,-0.888
27,274,0.893
27,415,-0.278
27,447,-1.428
27,198,-0.49
27,968,2.223
27,54,-0.53
27,309,-0.042
27,678,0.317
27,135,-0.448
27,1158,1.581
27,1448,-0.616
27,747,-0.155
27,439,0.061
27,257,0.633
13,1167,0.148
13,1468,0.789
13,578,2.958
13,656,0.629
13,300,0.225
13,282,0.067
13,562,-0.026
13,142,-1.858
13,44,-0.166
13,0,-1.584
13,1339,0.895
13,415,-0.555
13,1346,0.04
13,666,0.087
13,1373,-0.535
13,1453,0.713
13,280,0.334
13,1121,0.5
13,643,0.371
39,137,1.79
39,175,0.117
39,1460,0.989
39,134,0.076
39,1220,0.54
39,236,0.171
39,900,0.456
39,210,-0.326
39,183,0.741
39,1289,1.445
39,739,-1.367
39,1276,0.151
39,68,1.651
39,1256,-0.452
39,1156,0.239
39,902,1.706
39,675,0.555
39,1468,1.408
39,32,-0.351
39,1137,-0.374
39,1373,-0.59
39,895,0.735
23,1468,-0.365
23,562,0.249
23,490,0.154
23,1407,0.265
23,205,0.931
23,1449,-0.261
23,441,0.595
23,582,0.238
23,552,0.749
23,493,-1.107
23,1000,0.967
23,1493,0.899
23,32,-0.485
23,548,-0.411
23,31,0.103
23,466,0.228
23,239,-0.069
23,200,-0.013
7,402,-1.171
7,492,-1.238
7,135,0.386
7,54,-0.357
7,1039,0.402
7,1490,0.756
7,1490,0.756
7,1504,-1.282
7,1379,0.688
7,735,0.213
7,972,0.244
7,51,0.202
7,1246,0.956
7,1167,-0.718
7,1509,-0.233
7,867,0.197
7,1121,0.686
7,274,-1.272
7,300,-0.655
7,1059,-0.211
7,1428,-0.364
7,12,0.478
7,633,0.482
7,1339,-0.235
7,1056,0.243
40,548,-0.569
40,319,1.914
40,747,-1.959
40,145,0.047
40,809,-0.44
40,643,-0.08
40,447,0.254
40,656,1.547
40,0,0.544
40,293,-1.577
40,1379,-0.828
40,115,-2.011
40,666,-0.431
40,1018,0.766
40,517,-0.167
40,628,0.478
40,244,0.485
40,678,1.458
40,1346,0.559
40,582,-0.418
40,436,1.712
40,39,-0.321
40,994,0.487
40,1032,1.315
40,178,0.465
40,896,-0.294
40,702,0.173
20,747,-1.038
20,643,-1.54
20,173,-2.22
20,68,0.008
20,467,-0.474
20,239,-0.64
20,1276,0.825
20,1167,-0.045
20,972,0.944
20,1137,0.873
20,20,0.15
20,319,-0.738
20,244,-0.782
20,1415,0.383
20,582,-0.713
20,439,-0.006
20,210,-0.725
20,415,0.788
19,39,-0.213
19,856,-1.378
19,1365,-0.425
19,54,1.219
19,1246,0.588
19,20,-0.491
19,1094,1.576
19,578,-0.692
19,1509,0.409
19,198,0.072
19,287,0.439
19,1007,0.7
19,1039,0.802
19,451,1.84
19,1388,-0.688
19,236,-1.746
19,527,-1.309
19,895,-0.08
26,1316,0.441
26,886,0.228
26,590,1.92
26,1256,0.7
26,735,-1.323
26,1156,-0.014
26,1393,-0.212
26,900,0.571
26,12,-1.826
26,1000,0.8
26,655,0.549
26,1295,-0.377
26,643,-1.312
26,466,0.412
26,1276,0.921
26,1058,0.905
26,39,-0.07
26,902,0.553
26,441,-0.211
26,1428,0.868
26,306,-1.621
26,1289,0.479
26,1018,0.47
26,1373,0.212
26,723,-0.885
26,712,0.543
26,527,0.726
5,1373,-0.227
5,578,2.045
5,452,-1.282
5,422,1.531
5,422,1.531
5,436,-0.191
5,93,-0.516
5,1156,0.445
5,1007,0.117
5,968,1.243
5,451,-0.981
5,287,-0.089
5,1453,0.629
5,1121,1.287
5,1388,-0.152
5,562,1.448
5,602,-1.425
5,1448,1.167
5,20,-1.439
5,1090,-1.309
5,902,0.296
5,643,0.843
5,1094,0.639
5,0,0.218
5,895,0.429
31,1195,0.682
31,1048,-2.032
31,1018,0.291
31,135,-0.951
31,32,-0.624
31,208,0.422
31,296,0.849
31,173,1.222
31,1090,-0.37
31,657,-0.56
31,142,-0.25
31,39,0.174
31,137,1.368
31,1407,1.254
31,666,1.586
31,466,-2.557
31,545,-3.585
31,467,-1.043
31,1504,-0.442
31,287,0.138
31,200,0.399
31,702,-0.321
24,552,-0.872
24,994,0.547
24,205,-2.079
24,239,-0.967
24,268,-0.141
24,590,-0.556
24,1203,0.125
24,1289,0.048
24,369,0.456
24,441,-0.701
24,1485,1.564
24,771,-0.615
24,12,1.056
24,739,-0.177
24,972,-0.33
24,402,-1.218
24,1048,0.629
24,889,-0.434
24,516,-0.724
24,675,1.911
24,200,-0.273
24,702,0.018
8,1075,-0.137
8,319,-0.023
8,712,-1.953
8,385,0.388
8,51,-1.449
8,415,-1.212
8,1326,2.36
8,1007,0.521
8,825,0.63
8,1156,-1.008
8,205,-0.996
8,244,0.443
8,517,1.238
8,675,0.8
8,53,-0.43
8,200,-1.215
8,702,1.465
46,1289,-0.032
46,198,0.396
46,902,0.662
46,236,0.054
46,856,0.624
46,430,-0.233
46,643,0.561
46,452,-0.083
46,1203,-1.034
46,1075,-0.388
46,1256,-0.595
46,1339,-0.542
46,771,-0.521
46,1373,-0.492
46,429,0.931
46,244,1.496
46,1058,0.08
46,552,0.464
46,39,0.18
46,548,0.309
46,900,0.924
18,466,-0.231
18,1316,-1.564
18,1493,3.183
18,953,0.334
18,1388,1.311
18,602,1.431
18,928,0.894
18,798,0.047
18,1407,0.228
18,1289,0.502
18,153,2.416
18,51,-2.285
18,208,-0.322
18,1156,0.204
18,490,-1.169
18,236,-0.08
18,675,1.394
18,1245,-3.516
18,896,-1.087
18,1236,-0.663
18,497,-1.77
18,517,-0.215
18,628,0.045
18,1220,2.174
18,54,-0.363
18,747,1.169
18,200,-0.773
30,282,-1.095
30,1203,1.089
30,1509,0.232
30,771,0.095
30,723,-0.064
30,886,-0.23
30,287,0.831
30,1039,2.119
30,1385,-0.004
30,296,0.433
30,1415,0.383
30,441,-0.772
30,1346,0.714
30,602,0.36
30,274,-0.765
30,994,-0.788
30,1156,-0.378
30,69,-0.346
30,135,1.876
30,1195,-1.011
30,268,-0.118
30,675,1.581
30,1245,0.283
30,1137,-1.482
30,996,0.809
30,1158,-0.824
30,208,2.004
47,68,-0.145
47,1448,-0.599
47,429,-1.06
47,451,1.046
47,1156,0.827
47,1018,0.106
47,1407,1.832
47,208,-0.459
47,447,0.561
47,739,0.531
47,1449,0.964
47,1485,0.799
47,747,0.637
47,1509,1.308
47,134,-0.417
47,643,0.072
47,145,-0.621
47,723,1.532
47,968,0.926
47,996,0.008
47,548,0.62
47,385,-0.249
47,205,-0.814
47,1236,2.229
43,1468,-1.296
43,723,0.354
43,1121,-0.738
43,578,-0.255
43,497,-0.174
43,1158,-0.819
43,467,-0.033
43,39,-0.738
43,1203,0.887
43,678,0.726
43,836,-0.362
43,1490,-1.668
43,1490,-1.668
43,178,0.678
43,1018,0.002
43,545,0.139
43,809,1.771
43,142,-0.072
43,972,0.729
43,712,1.139
43,1393,-1.545
43,1385,0.183
43,856,-0.058
43,739,-0.207
43,300,-1.021
43,1000,1.047
43,101,0.634
33,1236,-1.182
33,430,-0.391
33,825,1.068
33,397,-0.218
33,1379,-0.815
33,205,-0.516
33,44,0.403
33,115,1.504
33,447,-1.907
33,953,-0.525
33,1373,0.359
33,548,0.406
33,480,-0.623
33,1346,-0.352
33,421,-0.268
33,1056,0.39
33,1094,0.965
33,578,0.531
16,69,1.191
16,150,-1.619
16,132,1.227
16,1428,0.698
16,639,-0.084
16,369,1.025
16,452,0.633
16,44,1.065
16,548,0.284
16,210,0.506
16,1121,-0.642
16,205,1.751
16,115,0.91
16,1449,1.795
16,1246,0.444
16,747,-0.193
16,280,0.613
16,134,0.236
16,889,-0.561
16,867,1.35
16,1478,0.826
25,543,-0.455
25,517,0.372
25,1485,0.432
25,1393,-0.491
25,1018,1.364
25,492,-0.547
25,142,0.525
25,1373,0.229
25,1075,0.573
25,309,0.246
25,1407,-0.644
25,723,-1.276
25,886,0.274
25,369,-0.042
25,137,0.603
25,771,-0.089
25,205,0.662
25,809,-0.914
25,1316,-0.521
25,702,-0.172
44,1058,-0.358
44,966,-0.304
44,429,0.806
44,678,1.035
44,739,0.604
44,493,0.195
44,73,0.976
44,217,-0.08
44,145,0.871
44,628,-0.294
44,1459,-0.37
44,655,0.474
44,1048,3.49
44,867,0.134
44,545,-0.719
44,1121,-0.972
44,798,0.314
44,928,1.295
44,430,-0.674
44,896,-0.619
44,1504,-0.552
44,994,0.976
44,200,-0.314
4,430,-0.786
4,268,-0.602
4,1203,0.1
4,1018,-0.023
4,1048,-0.201
4,54,-0.536
4,1326,-1.131
4,441,1.885
4,27,-0.687
4,217,-2.136
4,415,-0.849
4,205,-0.381
4,1468,1.901
4,1453,0.971
4,902,-0.152
4,466,-0.769
4,93,0.046
4,1075,-0.394
4,1379,-0.653
4,739,-0.427
4,134,0.569
37,293,0.496
37,68,0.654
37,134,-1.818
37,415,0.114
37,675,3.338
37,439,0.726
37,739,-0.83
37,429,-1.217
37,996,0.972
37,208,-0.335
37,39,-0.034
37,316,1.672
37,32,-0.479
37,467,2.61
37,614,-0.991
42,257,0.388
42,178,0.44
42,44,-1.371
42,1316,-1.001
42,39,-1.066
42,54,0.714
42,602,0.876
42,1007,0.198
42,1032,-0.89
42,134,0.444
42,306,0.21
42,655,-0.389
42,27,0.405
42,115,0.257
42,32,1.196
42,966,0.405
42,657,0.191
42,578,-1.173
42,208,1.285
42,183,1.643
0,0,0.686
0,1478,0.945
0,497,1.786
0,145,-0.151
0,1203,0.027
0,397,2.188
0,150,0.14
0,1141,-0.181
0,695,-0.227
0,293,1.478
0,994,-0.615
